id,date,price,bedrooms,bathrooms,living_area_sqft,lot_area_sqft,floors,has_waterfront,view_quality,condition_rating,grade_rating,above_ground_sqft,basement_sqft,year_built,year_renovated,zipcode,sqft_living15,sqft_lot15
12150,2014-10-23,960000,4,3,3430,43560,1.5,0,2,5,10,3430,0,1979,0,98005,3700,44431
12151,2014-05-06,218000,3,2,1850,7684,1,0,0,3,8,1320,530,1979,0,98023,1940,7630
12152,2014-07-29,605000,4,2,2510,31584,2,0,0,4,9,2510,0,1979,0,98074,2510,39221
12153,2014-10-27,339950,3,3,2140,7641,1,0,0,3,8,1290,850,1979,0,98056,2090,8000
12154,2015-03-26,475000,4,2,1800,7200,1,0,0,3,7,1230,570,1979,0,98177,2260,7498
12155,2014-05-19,869000,5,3,4180,49222,2,0,0,4,8,2880,1300,1979,0,98027,3170,8029
12156,2014-09-02,645000,4,2,2720,18295,1,0,0,4,8,2000,720,1979,0,98075,2720,18295
12157,2014-07-24,825000,4,2,2770,9340,2,0,0,4,9,2770,0,1979,0,98027,3010,9340
12158,2014-05-02,675000,5,3,2820,67518,2,0,0,3,8,2820,0,1979,0,98029,2820,48351
12159,2014-10-07,650000,6,5,3900,9100,2,0,0,3,8,2870,1030,1979,0,98052,2080,9216
12160,2014-08-25,605000,3,3,2960,18600,2,0,0,3,8,2960,0,1979,0,98166,2740,15681
12161,2015-04-30,291600,3,2,1630,7480,1,0,0,3,7,1330,300,1979,0,98058,1940,7480
12162,2015-05-06,299000,4,3,2300,8100,1,0,0,4,8,1360,940,1979,0,98023,1910,7630
12163,2014-09-09,460000,3,2,1600,7350,1,0,0,4,7,1600,0,1979,0,98052,1600,7200
12164,2015-02-26,219000,3,2,1940,6500,1,0,0,3,8,1440,500,1979,0,98042,1880,8991
12165,2014-10-02,340000,4,2,1680,15084,1,0,0,4,7,840,840,1979,0,98014,1800,15092
12166,2014-06-04,335000,4,3,2540,7210,1,0,0,4,7,1600,940,1979,0,98058,1820,7766
12167,2014-10-28,245000,3,2,1690,6790,1,0,0,3,7,1360,330,1979,0,98023,1740,6790
12168,2014-10-06,432500,3,3,1940,10800,1,0,0,3,8,1340,600,1979,0,98077,2080,9600
12169,2015-04-24,285000,3,2,1840,9040,1,0,0,3,8,1370,470,1979,0,98023,1870,8992
12170,2015-03-11,399900,3,2,1260,12750,1,0,0,3,7,1260,0,1979,0,98034,1460,7865
12171,2014-11-19,465000,4,3,2300,7314,1,0,0,4,8,1420,880,1979,0,98133,2010,7314
12172,2014-11-03,334000,5,2,2590,6720,1,0,0,4,7,1750,840,1979,0,98055,1820,7521
12173,2014-11-05,740000,3,2,3440,44374,2,0,3,4,10,2190,1250,1979,0,98006,3470,40185
12174,2015-02-25,285000,4,2,1970,7200,2,0,0,3,8,1970,0,1979,0,98092,1790,7500
12175,2014-08-19,440000,3,2,2000,11880,2,0,0,3,8,2000,0,1979,0,98075,1820,15120
12176,2014-12-24,345000,3,2,2020,9000,2,0,0,3,7,2020,0,1979,0,98045,1460,9680
12177,2014-07-10,860000,5,2,3480,9200,2,0,0,3,8,3480,0,1979,0,98006,3130,9200
12178,2014-09-02,425000,3,2,1800,7371,1,0,0,3,7,1280,520,1979,0,98072,1960,7675
12179,2014-08-19,602000,3,2,1580,11580,1,0,0,4,8,1580,0,1979,0,98006,2630,10009
12180,2014-06-11,740000,4,3,2490,17833,2,0,2,3,9,1490,1000,1979,0,98125,2640,16943
12181,2014-09-29,405000,2,3,1790,5400,2,0,0,4,8,1790,0,1979,0,98052,1700,5760
12182,2014-09-23,291000,4,2,1890,7616,1,0,0,4,8,1260,630,1979,0,98003,1890,7420
12183,2014-08-12,527000,3,2,2240,6450,1,0,0,3,7,1440,800,1979,0,98125,1390,6450
12184,2015-01-12,435000,4,3,2060,10125,2,0,0,4,7,1560,500,1979,0,98028,1760,9876
12185,2015-01-28,592000,4,3,2300,11165,2,0,0,4,8,2300,0,1979,0,98008,2170,11165
12186,2014-11-07,515000,3,2,1810,2738,2,0,0,4,9,1810,0,1979,0,98008,1760,2754
12187,2015-02-02,431000,3,2,1830,8831,1,0,0,3,7,1460,370,1979,0,98034,2330,8064
12188,2014-10-15,825000,4,2,2430,10050,2,0,0,4,8,2430,0,1979,0,98006,2390,10250
12189,2014-09-03,317000,6,4,2120,5840,2,0,0,5,7,2120,0,1979,0,98055,1860,8000
12190,2014-08-11,317500,4,3,2150,9000,1,0,0,4,7,1360,790,1979,0,98059,1620,8400
12191,2014-12-02,387500,4,3,3190,9856,2,0,0,3,8,3190,0,1979,0,98058,2260,7996
12192,2015-03-18,1017000,3,3,2605,2216,2,0,2,4,9,2090,515,1979,0,98033,2605,1979
12193,2015-04-12,419000,4,2,1880,9727,1,0,0,3,7,1100,780,1979,0,98028,1790,10274
12194,2015-04-07,560000,3,3,1620,7500,1,0,0,5,7,1140,480,1979,0,98074,1900,7500
12195,2014-11-24,995000,5,3,3970,8029,2,0,2,3,9,2970,1000,1979,0,98177,2520,8214
12196,2014-08-25,365000,4,3,1800,5070,1,0,0,5,7,1080,720,1979,0,98118,1870,5365
12197,2014-05-02,400000,4,3,3630,42884,1.5,0,0,3,9,2300,1330,1979,0,98092,2830,80148
12198,2015-01-07,879900,4,3,3580,12000,1,0,0,3,10,1840,1740,1979,0,98074,2910,12428
12199,2014-07-09,229000,4,2,2010,7688,1,0,0,3,8,1170,840,1979,0,98023,1990,7688
12200,2014-08-06,525000,3,2,2300,43560,1,0,0,4,7,1350,950,1979,0,98077,2320,57000
12201,2015-04-23,305000,3,2,1660,11500,1,0,0,3,7,1130,530,1979,0,98045,1250,11000
12202,2015-04-08,480000,5,3,2760,7200,1,0,0,3,7,1430,1330,1979,0,98072,2460,8750
12203,2014-08-25,225000,3,3,1750,7490,1,0,0,4,7,1180,570,1979,0,98042,1570,7490
12204,2014-07-01,174000,2,1,900,13531,1,0,0,3,6,900,0,1979,0,98001,1767,8308
12205,2014-10-06,325000,3,2,2480,8755,2,0,0,3,8,2480,0,1979,0,98058,2280,9940
12206,2015-04-21,300000,3,2,2070,7225,1,0,0,3,8,1690,380,1979,0,98042,2070,7400
12207,2015-04-14,627500,4,3,2540,11500,1,0,0,4,8,1640,900,1979,0,98006,2820,9800
12208,2014-07-29,559950,4,3,2650,7200,2,0,0,3,8,2250,400,1979,0,98133,2110,7269
12209,2015-02-26,320000,5,3,2970,7000,1,0,0,3,8,1810,1160,1979,0,98023,2630,8062
12210,2015-05-07,450000,3,3,2880,426452,2,0,3,3,7,2880,0,1979,0,98092,1460,320890
12211,2014-07-16,350000,3,2,1970,10800,1,0,0,4,7,1300,670,1979,0,98056,1970,8768
12212,2015-01-08,770000,3,3,2190,2658,2,0,3,4,9,2190,0,1979,0,98033,2315,2538
12213,2014-07-16,440000,3,2,1950,19747,1,0,0,3,7,1150,800,1979,0,98072,2560,9674
12214,2015-04-06,750000,3,3,2350,715690,1.5,0,0,4,9,2350,0,1979,0,98022,1280,325393
12215,2014-06-04,532000,4,2,2020,7029,1,0,0,4,7,1430,590,1979,0,98052,1780,7200
12216,2015-03-30,531000,3,2,1910,8390,1,0,0,3,7,1910,0,1979,0,98034,2410,8390
12217,2014-10-08,712000,4,2,2450,11960,1,0,0,3,10,2450,0,1979,0,98074,2600,11960
12218,2014-11-19,262500,4,3,1500,7036,1,0,0,3,7,1060,440,1979,0,98032,1620,7200
12219,2015-05-06,637000,4,3,1710,5000,1,0,0,3,8,1110,600,1979,0,98115,1750,5304
12220,2014-08-26,470000,4,3,2150,9820,1,0,0,4,8,1220,930,1979,0,98011,2060,9830
12221,2014-07-21,625000,4,2,2470,17008,2,0,0,4,8,2470,0,1979,0,98075,2470,31798
12222,2014-06-11,545000,3,3,2180,15693,1,0,0,4,8,1850,330,1979,0,98075,2270,24000
12223,2015-03-12,609950,3,2,1760,10350,1,0,0,4,7,1330,430,1979,0,98033,2210,11337
12224,2014-12-16,565000,3,2,2290,9450,1,0,0,3,9,1670,620,1979,0,98008,2750,11700
12225,2015-01-29,682000,4,3,3600,203425,2,0,0,3,9,3400,200,1979,0,98077,3150,202989
12226,2014-12-16,2600000,4,5,5270,12195,2,1,4,3,11,3400,1870,1979,0,98027,3390,9905
12227,2015-04-30,402500,3,2,2160,9540,2,0,0,3,8,2160,0,1979,0,98028,1720,12593
12228,2015-01-26,537500,5,3,4340,9108,1,0,0,5,8,2170,2170,1979,0,98118,2030,6812
12229,2014-08-20,293550,4,2,1250,8840,1,0,0,4,7,910,340,1979,0,98198,1410,8378
12230,2014-08-07,480000,3,2,1710,4080,1,0,0,4,7,1130,580,1979,0,98136,1200,4080
12231,2014-06-25,1150000,3,2,2110,18815,2,0,0,5,7,2110,0,1979,0,98075,2690,21010
12232,2014-10-02,428000,3,2,2120,9350,1,0,0,3,7,1280,840,1979,0,98072,2200,9000
12233,2015-03-11,197000,4,2,1790,13200,1,0,0,3,7,1220,570,1979,0,98058,1740,8950
12234,2014-08-27,365000,3,2,2430,7614,1.5,0,0,3,8,1900,530,1979,0,98056,1720,11250
12235,2015-03-13,789800,3,3,2605,2216,2,0,2,3,9,2090,515,1979,0,98033,2605,2300
12236,2015-04-29,670000,5,2,2290,39000,2,0,0,3,8,2290,0,1979,0,98052,2750,39900
12237,2014-11-07,290000,3,2,1390,13200,2,0,0,3,7,1390,0,1979,0,98045,1430,10725
12238,2015-04-21,299000,1,3,1980,7521,1,0,0,4,7,1180,800,1979,0,98055,1980,8000
12239,2015-02-23,275000,3,2,1290,9760,1,0,0,3,7,1290,0,1979,0,98058,1410,8034
12240,2014-10-16,777000,4,3,3170,9900,2,0,0,4,8,3170,0,1979,0,98007,2540,12400
12241,2015-04-20,830000,5,3,2810,14207,1,0,3,3,9,1540,1270,1979,0,98008,3190,14000
12242,2015-04-07,270000,3,2,1610,6205,1,0,0,4,7,1210,400,1979,0,98023,1780,8056
12243,2015-03-19,414500,3,1,1350,9450,1,0,0,3,7,1350,0,1979,0,98034,1460,9461
12244,2015-02-19,560000,4,3,3270,24750,1,0,0,4,8,1690,1580,1979,0,98056,1520,13480
12245,2014-08-05,454800,4,2,2490,10720,1,0,1,4,7,1400,1090,1979,0,98074,3080,10720
12246,2014-09-17,696500,5,2,3210,61419,1.5,0,0,3,8,3210,0,1979,0,98077,2820,48351
12247,2014-07-09,470000,4,2,2380,17199,2,0,0,3,8,1530,850,1979,0,98028,2280,11529
12248,2015-02-09,925000,3,3,3640,10300,1,0,0,4,9,2060,1580,1979,0,98006,3110,10625
12249,2015-03-18,431000,3,3,1690,2752,2,0,0,3,8,1690,0,1979,0,98052,1690,2855
12250,2014-10-16,625000,4,2,1920,8259,2,0,0,4,8,1920,0,1979,0,98027,2030,8910
12251,2015-04-23,310000,3,2,2130,7140,1,0,0,3,8,1580,550,1979,0,98023,2180,7906
12252,2014-12-11,430000,8,3,4300,10441,2,0,0,4,8,2800,1500,1979,0,98059,1780,10457
12253,2015-05-08,1580000,4,3,3480,19991,2,0,2,4,10,2630,850,1979,0,98004,3770,20271
12254,2015-05-06,435000,4,3,2270,7245,1,0,0,3,7,1410,860,1979,0,98155,1740,7571
12255,2014-06-08,684680,4,2,2370,9360,2,0,0,4,8,2370,0,1979,0,98052,2370,9720
12256,2014-05-28,425000,4,3,1680,9545,1,0,0,4,7,1080,600,1979,0,98028,1890,9545
12257,2014-12-18,572500,3,2,2290,11200,2,0,0,3,9,2290,0,1979,0,98052,2250,10000
12258,2014-07-18,915000,3,3,3390,7000,1,0,3,4,8,1740,1650,1979,0,98116,1770,6500
12259,2015-04-30,348000,3,3,2370,7500,1,0,3,3,8,1620,750,1979,0,98198,1960,8062
12260,2014-12-09,345000,3,2,1690,14615,2,0,0,4,7,1690,0,1979,0,98045,1390,11360
12261,2014-06-30,500000,4,3,3720,15048,3,0,0,3,7,3720,0,1979,2014,98059,2020,15180
12262,2014-07-24,825000,3,3,3730,35900,1,0,0,3,9,2960,770,1979,0,98008,2280,16026
12263,2015-05-06,725000,4,2,2350,7574,1,0,0,3,8,1720,630,1979,0,98027,2220,8496
12264,2014-08-11,295000,3,2,1440,4000,1,0,0,4,7,1050,390,1979,0,98106,1560,4000
12265,2015-04-28,485000,4,3,1830,8384,1,0,0,3,7,1320,510,1979,0,98034,2190,7695
12266,2014-05-27,587000,3,2,2370,217800,2,0,0,3,7,2370,0,1979,0,98053,3100,86248
12267,2014-05-09,782000,4,3,2830,20345,2,0,0,3,10,1980,850,1979,0,98004,2830,13732
12268,2014-08-04,325000,3,2,1780,11096,1,0,0,3,7,1210,570,1979,0,98074,1780,10640
12269,2015-02-17,500000,3,2,1780,11096,1,0,0,3,7,1210,570,1979,0,98074,1780,10640
12270,2015-03-27,323000,3,2,1830,6925,1,0,0,4,8,1830,0,1979,0,98058,2010,7350
12271,2014-06-18,287500,4,3,2570,9000,1,0,0,4,8,1590,980,1979,0,98023,2120,8571
12272,2015-04-15,295000,3,3,1940,10350,1,0,0,3,7,1420,520,1979,0,98001,1810,7800
12273,2014-08-05,817000,4,2,2600,10660,2,0,0,4,8,2600,0,1979,0,98006,3150,10660
12274,2014-05-15,575000,4,3,3020,17810,1,0,0,3,9,1600,1420,1979,0,98155,2500,15815
12275,2015-03-10,472000,2,2,1800,2748,2,0,0,4,9,1800,0,1979,0,98008,1800,2755
12276,2015-02-11,822600,4,3,3010,9600,1,0,2,3,9,1510,1500,1979,0,98006,2780,10000
12277,2015-02-26,330000,5,3,2620,12763,1,0,0,3,7,1400,1220,1979,0,98034,2390,9156
12278,2014-12-16,305000,2,2,1610,1968,2,0,0,5,7,1610,0,1979,0,98056,1950,1968
12279,2014-12-26,250000,3,2,1780,35233,1,0,0,4,8,1420,360,1979,0,98001,1950,17334
12280,2015-03-27,225000,3,2,1590,9200,1,0,0,4,7,1110,480,1979,0,98092,1880,9200
12281,2014-10-06,705000,4,2,2620,10536,1,0,0,3,8,1520,1100,1979,0,98075,2760,12431
12282,2015-04-21,386000,4,2,2810,8560,1,0,0,3,8,1610,1200,1979,0,98058,2400,7600
12283,2014-07-08,890000,4,3,2310,4020,3,0,0,5,8,2310,0,1979,0,98122,2270,3750
12284,2014-09-24,465000,4,2,2100,7350,2,0,0,3,8,2100,0,1979,0,98033,1780,7350
12285,2014-10-21,440000,4,3,2030,56192,1,0,0,3,8,1550,480,1979,0,98077,2510,44866
12286,2014-10-29,495000,3,2,1780,8050,1,0,0,4,7,1230,550,1979,0,98052,1780,7200
12287,2015-01-15,233000,3,2,1460,7800,1,0,0,2,7,1040,420,1979,0,98023,1310,7865
12288,2015-05-12,1380000,5,4,4050,18827,1,0,2,4,10,2150,1900,1979,0,98040,3600,25120
12289,2014-09-24,705000,3,3,2820,7200,1,0,3,3,9,1780,1040,1979,0,98177,2300,7200
12290,2014-08-04,760000,4,2,2500,8500,2,0,0,4,8,2500,0,1979,0,98006,2470,9100
12291,2015-03-06,308000,3,2,1630,11475,1,0,0,4,7,1330,300,1979,0,98045,1630,11475
12292,2014-05-28,242000,3,2,1310,9645,1,0,0,3,7,1310,0,1979,0,98198,1440,9893
12293,2014-05-02,550000,3,2,2910,35200,1.5,0,0,3,8,2910,0,1979,0,98075,2590,37500
12294,2014-06-19,390000,3,2,1600,10240,1,0,0,3,7,1090,510,1979,0,98034,1520,9394
12295,2014-10-13,345000,3,2,1390,13860,2,0,0,3,7,1390,0,1979,0,98045,1390,11860
12296,2014-05-09,336900,3,2,1780,120661,1,0,0,4,6,1780,0,1979,0,98019,1440,25000
12297,2014-12-10,243500,4,2,1610,6200,1,0,0,4,7,1610,0,1979,0,98198,1610,7500
12298,2014-09-17,990000,3,3,2500,6350,2,0,0,5,9,2370,130,1979,0,98122,2090,5454
12299,2015-04-08,242000,3,2,1500,7560,1,0,0,3,7,1500,0,1979,0,98003,1500,7560
12300,2014-07-15,263000,3,2,1790,7485,1,0,0,4,8,1330,460,1979,0,98023,1970,8097
12301,2014-09-05,287500,4,3,2240,6944,1,0,2,3,7,1310,930,1979,0,98001,1780,7477
12302,2014-11-26,575000,3,2,2270,10136,2,0,0,3,8,2270,0,1979,0,98027,2260,9600
12303,2014-07-02,630000,4,3,2190,9880,1,0,0,4,8,1410,780,1979,0,98033,2190,9198
12304,2014-12-19,750000,4,2,3140,12150,2,0,0,3,9,3140,0,1979,0,98074,2370,12054
12305,2015-03-06,959000,3,3,3320,11875,1,0,0,5,10,3320,0,1979,0,98034,3730,11875
12306,2015-03-10,542000,2,2,1800,2819,2,0,2,4,9,1800,0,1979,0,98008,1800,2755
12307,2014-12-11,259000,4,2,1580,8856,2,0,0,3,7,1580,0,1979,0,98045,1390,9490
12308,2014-09-22,300000,3,2,1320,15053,1,0,0,3,7,1320,0,1979,0,98072,1250,13368
12309,2014-12-03,810000,4,4,3470,7396,2,0,3,3,8,2520,950,1979,0,98125,2360,10541
12310,2014-12-01,283450,5,3,2770,6116,1,0,0,3,7,1490,1280,1979,0,98168,1920,6486
12311,2015-04-27,439950,5,2,2190,7500,1,0,0,3,7,1290,900,1979,0,98133,1790,8820
12312,2014-12-18,249000,3,3,1850,7200,1,0,0,3,7,1500,350,1979,0,98023,2140,7500
12313,2014-06-25,299900,3,1,1110,8593,1,0,0,3,7,1110,0,1979,0,98155,1780,8593
12314,2015-04-06,685000,3,3,2520,10175,1,0,0,3,8,1630,890,1979,0,98027,2220,8388
12315,2014-09-05,519000,5,3,2620,8861,1,0,0,5,8,1350,1270,1979,0,98056,1940,10800
12316,2014-06-26,1410000,4,2,3250,16684,2,0,0,3,9,3250,0,1979,0,98039,2890,16927
12317,2014-05-22,353250,2,1,1060,1600,2,0,0,3,7,1060,0,1979,0,98144,1360,3360
12318,2015-01-26,925000,3,3,3280,10558,1,0,2,4,9,2040,1240,1979,0,98006,3150,9998
12319,2014-05-08,424500,3,2,1460,7700,1,0,0,3,7,1460,0,1979,0,98052,1720,7280
12320,2014-06-26,235000,5,3,2500,9583,1,0,0,3,7,1300,1200,1979,0,98198,2120,19352
12321,2014-07-25,650000,4,2,2390,12000,1,0,0,3,8,1470,920,1979,0,98052,2110,12000
12322,2015-03-11,685000,3,2,2500,6733,1,0,0,3,8,1770,730,1979,0,98107,1770,6343
12323,2014-10-02,263000,4,3,1830,7315,1,0,0,5,7,1250,580,1979,0,98023,1730,7208
12324,2015-03-22,300000,3,2,1420,7200,1,0,0,3,7,1000,420,1979,0,98146,1550,8640
12325,2014-10-07,770126,4,3,2390,9300,1,0,0,3,8,1430,960,1979,0,98004,1910,9348
12326,2014-07-30,445000,3,2,1800,11200,1,0,0,3,8,1270,530,1979,0,98052,1940,11250
12327,2015-02-10,620000,3,2,2010,7495,1,0,0,4,8,1570,440,1979,0,98027,2050,8402
12328,2014-08-11,229000,3,2,1200,5000,1,0,0,3,6,1200,0,1979,0,98146,1440,2500
12329,2014-09-25,440000,5,3,2730,6000,1,0,0,3,8,1470,1260,1979,0,98178,2590,6000
12330,2014-07-23,415000,3,2,1470,4000,1,0,0,3,7,1070,400,1979,0,98122,1280,3500
12331,2014-12-11,300000,3,2,2000,7560,1,0,0,3,7,1400,600,1979,0,98055,2040,6949
12332,2015-04-26,359000,3,2,1950,1968,2,0,0,4,7,1160,790,1979,0,98056,1950,1968
12333,2015-01-16,278000,2,2,1610,1968,2,0,0,4,7,1610,0,1979,0,98056,1950,1968
12334,2015-03-12,293000,2,2,1610,1968,2,0,0,4,7,1610,0,1979,0,98056,1950,1968
12335,2014-07-11,314000,3,2,1810,41800,1,0,0,5,7,1210,600,1980,0,98038,1650,135036
12336,2014-09-16,272500,3,2,1540,12600,1,0,0,4,7,1160,380,1980,0,98038,1540,11656
12337,2014-09-29,673000,4,2,2590,8190,2,0,0,4,8,2590,0,1980,0,98006,2260,8335
12338,2015-02-09,405000,3,2,1670,6720,1,0,0,3,7,1140,530,1980,0,98034,1670,7320
12339,2015-04-22,350000,3,2,1250,219978,1,0,0,4,6,1250,0,1980,0,98038,1930,210394
12340,2014-11-26,705000,3,3,1970,20978,2,1,3,4,9,1770,200,1980,0,98070,2280,75396
12341,2014-08-25,460000,3,2,1440,7070,1,0,0,3,7,1440,0,1980,0,98052,1440,7210
12342,2014-06-11,522000,3,2,1730,8400,1,0,0,4,7,1400,330,1980,0,98052,1830,8636
12343,2014-07-25,164808,3,1,1250,5411,1,0,0,3,7,1250,0,1980,0,98178,1490,6320
12344,2014-07-10,545000,2,2,2930,14057,1,0,2,4,8,1680,1250,1980,0,98070,2234,61011
12345,2014-06-05,630000,4,4,4610,40202,1,0,0,4,10,2500,2110,1980,0,98027,3050,41056
12346,2014-08-13,484000,6,3,3300,13501,1,0,0,3,8,2060,1240,1980,0,98059,2060,8745
12347,2015-03-20,234975,3,2,1650,8073,1,0,0,3,7,1100,550,1980,0,98092,1280,8073
12348,2014-05-30,260000,3,2,1050,5850,1,0,0,3,7,1050,0,1980,0,98166,1220,8880
12349,2014-06-23,235000,6,3,2180,7956,2,0,0,3,7,2180,0,1980,0,98003,2214,7684
12350,2015-01-09,610000,4,2,2090,35040,1,0,0,3,8,1490,600,1980,0,98075,2910,21132
12351,2014-05-07,503000,3,3,1540,6760,1,0,0,5,7,1210,330,1980,0,98034,1540,7416
12352,2015-04-10,340000,3,2,1740,46580,1,0,0,4,7,1740,0,1980,0,98010,1576,54685
12353,2014-07-08,439000,4,2,2570,9503,2,0,0,3,8,2570,0,1980,0,98011,1950,9600
12354,2014-05-21,189650,2,2,1100,7600,1,0,0,3,6,1100,0,1980,0,98198,1230,7350
12355,2014-08-20,260000,3,2,1340,8000,1,0,0,3,7,1340,0,1980,0,98038,1690,8000
12356,2015-01-13,832000,4,2,3190,52953,2,0,0,4,10,3190,0,1980,0,98075,3190,51400
12357,2014-06-03,325000,3,2,2250,26337,1,0,0,3,8,2250,0,1980,0,98092,1830,26337
12358,2015-04-14,998000,3,2,3370,11757,2,0,2,4,9,3370,0,1980,0,98006,2690,10500
12359,2014-11-14,3850000,4,4,5770,21300,2,1,4,4,11,5770,0,1980,0,98040,4620,22748
12360,2014-10-07,491000,3,2,2005,7000,1,0,0,3,7,1605,400,1980,0,98122,1750,4500
12361,2014-11-18,307000,3,2,1790,7259,1,0,0,3,7,1390,400,1980,0,98058,1790,7700
12362,2014-06-28,230000,2,2,1910,3376,2,0,0,3,8,1910,0,1980,0,98038,1470,3623
12363,2014-09-25,482000,3,2,2600,105587,1,0,0,4,7,1300,1300,1980,0,98070,1941,208438
12364,2014-11-06,575000,4,3,2520,35636,2,0,0,3,8,2520,0,1980,0,98053,2230,35673
12365,2014-11-14,1015000,3,4,2880,11340,1,0,0,3,8,1690,1190,1980,2013,98074,2530,11340
12366,2015-03-09,418200,3,2,2240,9542,1,0,1,3,7,1190,1050,1980,0,98198,2080,9542
12367,2015-02-18,509250,3,3,2100,7600,1,0,0,4,7,1450,650,1980,0,98052,2010,7600
12368,2014-06-09,525000,3,3,2470,36445,2,0,0,4,8,2470,0,1980,0,98027,2310,35350
12369,2015-03-05,385000,4,3,2740,10925,1,0,0,3,8,1670,1070,1980,0,98058,2330,9940
12370,2015-03-20,478000,3,1,1440,7107,1,0,0,4,7,1000,440,1980,0,98052,1540,7140
12371,2014-12-04,205000,3,2,1420,6980,1,0,0,5,7,820,600,1980,0,98023,1470,7319
12372,2015-02-11,476000,3,2,1570,7187,1,0,0,4,8,1170,400,1980,0,98133,1660,8775
12373,2014-06-03,550000,4,3,2170,9600,1,0,0,3,7,1460,710,1980,0,98052,1940,8400
12374,2014-07-08,580000,4,3,2130,35752,1,0,0,3,8,1490,640,1980,0,98075,3030,34000
12375,2015-05-06,307450,4,3,2690,8874,1,0,0,3,8,1370,1320,1980,0,98023,1990,7875
12376,2014-07-18,208000,3,2,1250,7995,1,0,0,4,7,1250,0,1980,0,98042,1540,7650
12377,2014-05-06,325000,4,3,1890,6156,1,0,0,3,7,980,910,1980,0,98106,1590,6954
12378,2014-05-19,256500,2,1,1120,9912,1,0,0,4,6,1120,0,1980,0,98070,1540,9750
12379,2015-04-30,214946,3,2,1290,8688,1,0,0,4,7,1290,0,1980,0,98042,1750,9090
12380,2015-02-18,341500,5,2,3120,10400,2,0,0,3,8,3120,0,1980,0,98023,2160,8267
12381,2014-10-16,865000,4,3,3400,99170,1,0,0,4,8,2000,1400,1980,0,98072,3460,47920
12382,2014-05-15,455000,3,3,1870,7344,1,0,0,3,8,1470,400,1980,0,98034,1930,7344
12383,2014-08-11,325000,2,1,1100,17817,1,0,0,3,7,620,480,1980,0,98019,1790,20009
12384,2014-10-03,620000,3,2,2410,35236,1,0,0,3,8,2410,0,1980,2001,98072,2110,16980
12385,2015-02-20,327000,4,2,1620,106722,1,0,0,3,8,1200,420,1980,0,98042,1620,38400
12386,2015-04-13,950000,7,4,3470,16264,2,0,0,4,9,3470,0,1980,0,98007,3040,13500
12387,2014-09-15,359000,3,3,2430,7857,2,0,0,5,8,1730,700,1980,0,98055,2160,8740
12388,2014-10-30,275000,3,2,1910,8050,1,0,0,4,7,1000,910,1980,0,98030,1780,7344
12389,2014-08-20,952000,2,2,3490,88909,1,0,3,3,10,2320,1170,1980,0,98006,3490,40185
12390,2014-09-03,298700,3,2,2110,7350,1,0,0,3,8,1530,580,1980,0,98023,2640,7777
12391,2015-04-22,220650,2,2,1460,10500,1,0,0,3,7,1460,0,1980,0,98045,1340,9600
12392,2014-05-02,588500,3,2,2330,14892,1,0,0,3,8,1970,360,1980,0,98074,2570,14217
12393,2014-06-10,490000,3,2,2220,10275,2,0,0,3,9,1640,580,1980,0,98027,2300,9975
12394,2014-11-19,250000,3,2,1430,7280,1,0,0,3,7,990,440,1980,0,98030,1430,7280
12395,2014-12-10,355000,3,2,1960,7000,1,0,0,3,8,1600,360,1980,0,98058,1980,7140
12396,2014-08-01,400000,4,4,3350,9681,1,0,1,3,7,2140,1210,1980,0,98198,2580,9681
12397,2014-07-15,250000,4,3,1910,7700,1,0,0,4,7,1000,910,1980,0,98030,1880,7875
12398,2015-04-01,650000,3,2,1970,54450,1,0,0,3,8,1570,400,1980,0,98075,2460,36677
12399,2015-01-22,657500,4,2,2520,10370,2,0,0,3,9,2520,0,1980,0,98074,2848,12682
12400,2014-08-14,525000,6,3,2880,7560,2,0,0,3,7,2880,0,1980,0,98144,1470,1815
12401,2014-06-18,264000,4,2,1820,8118,1,0,0,4,7,1080,740,1980,0,98031,1810,8050
12402,2014-12-12,836000,4,3,2450,12987,1,0,0,4,9,2030,420,1980,0,98007,2730,13685
12403,2014-06-04,119500,3,1,1170,11000,1,0,0,2,6,1170,0,1980,0,98019,1590,10894
12404,2015-04-09,510000,3,2,1420,11325,1,0,0,3,7,1420,0,1980,0,98027,2330,3474
12405,2014-09-24,400000,4,3,2170,204296,1,0,0,4,7,2170,0,1980,0,98022,1760,154202
12406,2015-03-05,420000,6,3,2290,6344,2,0,0,3,7,2290,0,1980,0,98126,1360,3202
12407,2014-09-30,176000,2,1,920,2332,1,0,0,4,8,920,0,1980,0,98198,1310,2853
12408,2014-10-27,2196000,4,3,4250,18000,2,0,3,5,10,3350,900,1980,0,98040,3790,14537
12409,2014-09-15,334950,3,2,1880,16262,1,0,0,5,7,1880,0,1980,0,98059,1900,7972
12410,2014-08-08,900000,3,3,2620,7215,1,0,0,4,8,1770,850,1980,0,98004,2180,8931
12411,2015-04-22,245000,3,2,1700,8100,1,0,0,3,7,1200,500,1980,0,98038,1700,8100
12412,2014-05-15,550000,3,2,1980,40887,1,0,0,4,8,1980,0,1980,0,98052,2460,35700
12413,2014-11-19,550000,3,2,1880,45738,1,0,0,4,8,1410,470,1980,0,98072,2340,38556
12414,2014-06-03,941500,5,4,3490,9680,2,0,4,3,9,2460,1030,1980,0,98177,3080,13489
12415,2015-03-27,385000,4,2,1660,10757,1,0,0,3,7,1000,660,1980,0,98056,1880,8319
